purpose,requested_model,actual_model,prompt_tokens,completion_tokens,total_tokens,latency_ms,estimated_cost_usd
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,430,1,431,1023,0.000647
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,436,1,437,976,0.0006560000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,419,1,420,358,0.0006305
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,454,1,455,1841,0.000683
strategy_rewrite,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,206,27,233,1414,0.0001435
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,696,734,1430,2258,0.001449
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,422,1,423,2198,0.000635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,412,1,413,969,0.00062
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,517,1,518,443,0.0007775
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,409,1,410,1001,0.0006155
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,415,1,416,6019,0.0006245000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,408,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,433,1,434,299,0.0006515000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,471,1,472,1025,0.0007085
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,461,1,462,983,0.0006935
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,566,1,567,546,0.000851
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,458,1,459,2588,0.000689
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,464,1,465,2688,0.000698
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,447,1,448,456,0.0006725000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,482,1,483,614,0.0007250000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,431,1,432,1007,0.0006485000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,421,1,422,990,0.0006335000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,526,1,527,404,0.000791
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,418,1,419,530,0.0006290000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,424,1,425,1125,0.0006380000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,407,1,408,530,0.0006125000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,442,1,443,426,0.000665
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,394,1,395,189,0.000593
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,384,1,385,411,0.0005780000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,489,1,490,1056,0.0007355
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,381,1,382,590,0.0005735
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,387,1,388,1082,0.0005825
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,370,1,371,411,0.000557
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,405,1,406,407,0.0006095
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,400,1,401,1040,0.0006020000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,390,1,391,385,0.0005870000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,495,1,496,1348,0.0007445
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,387,1,388,177,0.0005825
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,393,1,394,393,0.0005915
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,376,1,377,531,0.000566
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,411,1,412,1005,0.0006185000000000001
strategy_rewrite,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,204,31,235,947,0.0001485
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,700,744,1444,2956,0.001466
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,463,1,464,1084,0.0006965000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,453,1,454,395,0.0006815
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,558,1,559,440,0.0008390000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,450,1,451,1103,0.0006770000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,456,1,457,1149,0.0006860000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,439,1,440,1332,0.0006605000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,474,1,475,1028,0.000713
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,1098,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,388,1,389,444,0.0005840000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,493,1,494,1089,0.0007415
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,385,1,386,615,0.0005795
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,391,1,392,457,0.0005885
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,374,1,375,406,0.000563
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,409,1,410,466,0.0006155
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,419,1,420,1010,0.0006305
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,409,1,410,183,0.0006155
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,514,1,515,454,0.000773
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,406,1,407,1158,0.000611
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,412,1,413,383,0.00062
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,395,1,396,609,0.0005945000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,430,1,431,1003,0.000647
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,425,1,426,420,0.0006395
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,415,1,416,487,0.0006245000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,520,1,521,408,0.0007819999999999999
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,412,1,413,1103,0.00062
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,418,1,419,535,0.0006290000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,401,1,402,1020,0.0006035000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,436,1,437,1022,0.0006560000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,423,1,424,416,0.0006365
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,413,1,414,1046,0.0006215000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,518,1,519,1058,0.0007790000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,410,1,411,1056,0.000617
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,416,1,417,402,0.000626
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,399,1,400,1235,0.0006005
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,434,1,435,204,0.000653
strategy_rewrite,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,311,32,343,1215,0.0002035
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,701,723,1424,2661,0.001435
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,408,1,409,496,0.0006140000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,457,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,503,1,504,1017,0.0007565
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,395,1,396,467,0.0005945000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,401,1,402,514,0.0006035000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,384,1,385,404,0.0005780000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,419,1,420,186,0.0006305
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,469,1,470,474,0.0007055000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,459,1,460,505,0.0006905
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,564,1,565,394,0.0008480000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,456,1,457,445,0.0006860000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,462,1,463,281,0.0006950000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,445,1,446,313,0.0006695
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,480,1,481,1015,0.0007220000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,382,1,383,1566,0.0005750000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,372,1,373,1022,0.0005600000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,477,1,478,417,0.0007175
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,369,1,370,1066,0.0005555000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,375,1,376,1061,0.0005645000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,358,1,359,424,0.000539
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,393,1,394,419,0.0005915
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,394,1,395,447,0.000593
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,384,1,385,397,0.0005780000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,489,1,490,1083,0.0007355
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,381,1,382,506,0.0005735
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,387,1,388,1022,0.0005825
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,370,1,371,196,0.000557
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,405,1,406,1033,0.0006095
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,454,1,455,1113,0.000683
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,444,1,445,186,0.0006680000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,549,1,550,1016,0.0008255000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,441,1,442,1084,0.0006635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,447,1,448,991,0.0006725000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,430,1,431,413,0.000647
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,465,1,466,195,0.0006995
strategy_rewrite,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,409,174,583,2961,0.0004655
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,840,676,1516,4283,0.001434
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,430,1,431,1385,0.000647
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,420,1,421,1026,0.0006320000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,525,1,526,430,0.0007895
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,417,1,418,989,0.0006275
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,423,1,424,1062,0.0006365
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,406,1,407,1118,0.000611
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,441,1,442,2821,0.0006635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,397,1,398,1053,0.0005975
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,387,1,388,203,0.0005825
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,492,1,493,513,0.0007400000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,384,1,385,984,0.0005780000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,390,1,391,411,0.0005870000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,373,1,374,968,0.0005615
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,408,1,409,985,0.0006140000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,410,1,411,1132,0.000617
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,400,1,401,1130,0.0006020000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,505,1,506,707,0.0007595000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,397,1,398,1060,0.0005975
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,403,1,404,203,0.0006065
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,386,1,387,426,0.000581
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,421,1,422,1000,0.0006335000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,581,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,388,1,389,1026,0.0005840000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,493,1,494,1087,0.0007415
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,385,1,386,411,0.0005795
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,391,1,392,1053,0.0005885
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,374,1,375,975,0.000563
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,409,1,410,423,0.0006155
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,426,1,427,538,0.0006410000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,416,1,417,474,0.000626
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,521,1,522,445,0.0007835
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,413,1,414,1025,0.0006215000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,419,1,420,213,0.0006305
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,402,1,403,1731,0.0006050000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,437,1,438,615,0.0006575000000000001
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,7626,782,8408,2656,0.004986
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,441,1,442,3537,0.0006635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,431,1,432,427,0.0006485000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,536,1,537,449,0.0008060000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,428,1,429,1060,0.000644
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,434,1,435,306,0.000653
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,417,1,418,1061,0.0006275
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,452,1,453,1038,0.00068
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,387,1,388,1041,0.0005825
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,377,1,378,554,0.0005675000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,482,1,483,256,0.0007250000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,374,1,375,1072,0.000563
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,380,1,381,1020,0.000572
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,363,1,364,421,0.0005465
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,455,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,453,1,454,1218,0.0006815
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,443,1,444,1049,0.0006665
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,548,1,549,475,0.0008240000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,440,1,441,215,0.000662
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,446,1,447,968,0.000671
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,429,1,430,462,0.0006455
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,464,1,465,615,0.000698
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,454,1,455,1076,0.000683
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,444,1,445,1067,0.0006680000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,549,1,550,1057,0.0008255000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,441,1,442,974,0.0006635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,447,1,448,178,0.0006725000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,430,1,431,1116,0.000647
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,465,1,466,1031,0.0006995
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,421,1,422,264,0.0006335000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,411,1,412,282,0.0006185000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,516,1,517,206,0.000776
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,408,1,409,1008,0.0006140000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,414,1,415,519,0.0006230000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,397,1,398,539,0.0005975
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,432,1,433,840,0.00065
strategy_rewrite,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,2245,1848,4093,14063,0.0038945000000000004
answer_generation,gpt-3.5-turbo-16k,gpt-3.5-turbo-0125,7638,893,8531,4617,0.0051585
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,422,1,423,1408,0.000635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,412,1,413,972,0.00062
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,517,1,518,1156,0.0007775
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,409,1,410,562,0.0006155
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,415,1,416,1077,0.0006245000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,398,1,399,182,0.0005990000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,433,1,434,534,0.0006515000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,426,1,427,1090,0.0006410000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,416,1,417,412,0.000626
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,521,1,522,523,0.0007835
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,413,1,414,991,0.0006215000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,419,1,420,452,0.0006305
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,402,1,403,969,0.0006050000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,437,1,438,406,0.0006575000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,465,1,466,1047,0.0006995
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,455,1,456,435,0.0006845
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,560,1,561,483,0.000842
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,452,1,453,1023,0.00068
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,458,1,459,1034,0.000689
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,441,1,442,1144,0.0006635
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,476,1,477,442,0.0007160000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,438,1,439,1073,0.0006590000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,428,1,429,997,0.000644
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,533,1,534,411,0.0008015000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,425,1,426,981,0.0006395
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,431,1,432,980,0.0006485000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,414,1,415,1038,0.0006230000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,449,1,450,534,0.0006755000000000001
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,517,1,518,606,0.0007775
subjective_evaluation,gpt-3.5-turbo-instruct,gpt-3.5-turbo-instruct:20230824-v2,507,1,508,1049,0.0007624999999999999
